City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Norden,DE,53.6,7.2,42.15,97,100,9.1,overcast clouds
363,Odweyne,SO,9.41,45.06,70.14,43,4,17.43,clear sky
364,Taoudenni,ML,22.68,-3.98,79.2,10,0,11.9,clear sky
365,Bonnyville,CA,54.27,-110.74,-8.28,97,100,8.99,overcast clouds
366,Yalutorovsk,RU,56.65,66.3,3.38,84,100,5.23,overcast clouds
367,Hofn,IS,64.25,-15.21,46.9,99,100,12.08,overcast clouds
368,Necochea,AR,-38.55,-58.74,65.98,61,100,16.6,overcast clouds
369,Cajnice,BA,43.56,19.07,34.36,99,100,2.37,overcast clouds
370,San Roque,ES,36.21,-5.38,63.43,59,75,4.61,broken clouds
371,Kasongo-Lunda,CD,-6.47,16.82,71.71,91,100,0.98,overcast clouds
372,Ushtobe,KZ,45.25,77.98,29.52,97,100,5.7,light snow
373,Kenai,US,60.55,-151.26,-9.31,92,0,4.61,clear sky
374,Maningrida,AU,-12.07,134.27,79.21,65,100,3.49,overcast clouds
375,Ilebo,CD,-4.32,20.58,74.79,93,89,2.62,light rain
376,Baglan,AF,36.13,68.71,53.49,60,100,1.25,overcast clouds
377,Salinopolis,BR,-0.61,-47.36,85.48,59,99,5.97,overcast clouds
378,Isangel,VU,-19.55,169.27,79.11,82,97,5.91,overcast clouds
379,Saint-Francois,FR,46.42,3.91,45.84,81,100,9.22,overcast clouds
380,Mezen,RU,65.85,44.24,28.45,90,100,5.66,overcast clouds
381,Komsomolskiy,UZ,40.43,71.72,45.32,93,100,6.91,fog
382,Hun,LY,29.13,15.95,62.2,35,0,7.83,clear sky
383,Kindu,CD,-2.95,25.95,73.27,85,99,1.41,overcast clouds
384,Mogadishu,SO,2.04,45.34,80.83,74,30,17.98,scattered clouds
385,Xingyi,CN,24.19,102.82,52.21,75,1,3.44,clear sky
386,Avera,US,33.19,-82.53,60.85,97,100,9.78,overcast clouds
387,Manzanillo,CU,20.34,-77.12,88.3,46,5,13.62,clear sky
388,Fortuna,US,40.6,-124.16,49.66,72,75,14.97,broken clouds
389,Saryagash,KZ,41.45,69.17,48.16,82,93,12.91,overcast clouds
390,Khandagayty,RU,50.73,92.05,-18.56,94,87,5.48,overcast clouds
391,Salym,RU,60.06,71.48,-14.76,97,76,3.0,broken clouds
392,Tual,ID,-5.67,132.75,83.55,75,100,21.09,overcast clouds
393,Xiongyue,CN,40.18,122.12,25.0,39,87,12.91,overcast clouds
394,Kushmurun,KZ,52.45,64.63,2.91,84,96,10.67,overcast clouds
395,Gorom-Gorom,BF,14.44,-0.24,91.71,10,47,8.05,scattered clouds
396,Puerto Varas,CL,-41.32,-72.99,53.82,54,75,10.36,broken clouds
397,Paracatu,BR,-17.22,-46.87,89.29,35,20,4.65,few clouds
398,Villa Carlos Paz,AR,-31.42,-64.5,70.05,70,99,12.01,light rain
399,Senanga,ZM,-16.12,23.27,86.85,33,46,7.11,scattered clouds
400,Singapore,SG,1.29,103.85,82.04,92,75,3.44,broken clouds
401,Selty,RU,57.31,52.13,12.61,98,99,3.02,overcast clouds
402,Lata,PT,40.16,-8.33,51.08,95,100,4.99,overcast clouds
403,Tomatlan,MX,19.93,-105.25,79.38,54,23,1.14,few clouds
404,Vila Velha,BR,-20.33,-40.29,80.55,78,100,12.66,overcast clouds
405,Mehriz,IR,31.59,54.43,54.1,38,100,2.86,overcast clouds
406,Hanna,CA,51.63,-111.9,0.86,85,100,13.0,overcast clouds
407,Sal Rei,CV,16.18,-22.92,75.78,63,5,16.49,clear sky
408,Vardo,NO,70.37,31.11,30.18,86,0,17.27,clear sky
409,Wajima,JP,37.4,136.9,40.73,88,100,17.72,overcast clouds
410,Karratha,AU,-20.74,116.85,81.84,55,28,9.28,light rain
411,Tezu,IN,27.92,96.17,65.86,44,34,4.76,scattered clouds
412,Fereydun Kenar,IR,36.69,52.52,59.05,72,87,4.68,overcast clouds
413,Dubrovnik,HR,42.65,18.09,56.84,50,40,8.05,scattered clouds
414,Humberto De Campos,BR,-2.6,-43.46,85.95,56,82,5.12,broken clouds
415,Chicama,PE,-7.84,-79.15,68.54,60,88,9.1,overcast clouds
416,Sorong,ID,-0.88,131.25,79.86,81,97,4.34,overcast clouds
417,Ampanihy,MG,-24.7,44.75,72.36,83,100,6.67,light rain
418,Sibolga,ID,1.74,98.78,76.62,86,100,2.86,light rain
419,Fort Nelson,CA,58.81,-122.7,-27.81,75,20,0.0,few clouds
420,Tripoli,LY,32.88,13.19,63.75,47,16,17.47,few clouds
421,Makakilo City,US,21.35,-158.09,71.98,84,0,4.61,clear sky
422,General Roca,AR,-39.03,-67.58,77.63,31,5,6.91,clear sky
423,Labuhan,ID,-6.88,112.21,76.32,85,100,12.35,overcast clouds
424,Banfora,BF,10.63,-4.77,95.4,19,44,5.7,scattered clouds
425,Hazorasp,UZ,41.32,61.07,22.84,43,6,6.26,clear sky
426,Tucuman,AR,-26.82,-65.22,86.0,48,20,12.66,light rain
427,Bilma,NE,18.69,12.92,74.32,23,29,7.38,scattered clouds
428,El Estor,GT,15.53,-89.35,81.95,67,76,0.89,broken clouds
429,Grindavik,IS,63.84,-22.43,49.95,100,100,24.16,light intensity drizzle
430,Ust-Nera,RU,64.57,143.2,-17.27,99,100,9.1,overcast clouds
431,Cooma,AU,-36.23,149.13,51.49,91,98,1.79,overcast clouds
432,Santa Isabel,BR,-23.32,-46.22,80.31,70,92,5.37,overcast clouds
433,Tiksi,RU,71.69,128.87,-12.3,99,100,13.24,overcast clouds
434,Pedernales,DO,18.04,-71.74,82.99,62,0,7.81,clear sky
435,Namibe,AO,-15.2,12.15,72.36,72,16,10.98,few clouds
436,Yulara,AU,-25.24,130.99,71.87,19,0,9.24,clear sky
437,Marawi,PH,8.0,124.29,67.71,94,100,1.43,overcast clouds
438,Vestmanna,FO,62.16,-7.17,47.32,87,100,17.27,light rain
439,Karwar,IN,14.8,74.13,76.68,68,0,6.73,clear sky
440,Sar-E Pul,AF,35.83,66.17,41.76,74,91,0.83,overcast clouds
441,Kargasok,RU,59.06,80.86,-19.19,100,81,1.28,broken clouds
442,Bure,ET,10.7,37.07,64.0,57,78,4.07,broken clouds
443,Molochnoye,RU,59.29,39.68,10.26,96,43,3.56,scattered clouds
444,Bako,ET,5.78,36.57,71.15,44,83,4.56,broken clouds
445,Abu Kamal,SY,34.45,40.92,60.84,68,90,5.48,overcast clouds
446,Takoradi,GH,4.88,-1.76,83.08,70,75,7.4,light rain
447,Dali,CN,25.7,100.18,49.95,77,0,4.63,clear sky
448,Anadyr,RU,64.75,177.48,19.9,100,57,4.47,broken clouds
449,Storslett,NO,69.77,21.02,32.0,69,75,13.8,broken clouds
450,Zhigansk,RU,66.77,123.37,-29.87,94,100,10.67,overcast clouds
451,Salalah,OM,17.02,54.09,77.59,72,0,6.76,clear sky
452,Wote,KE,-1.78,37.63,63.99,96,98,3.0,light rain
453,Touros,BR,-5.2,-35.46,84.38,56,99,12.28,overcast clouds
454,Husavik,IS,66.04,-17.34,41.25,91,99,14.83,overcast clouds
455,Aranos,NA,-24.13,19.12,94.57,14,79,8.01,broken clouds
456,Cabadiangan,PH,9.75,122.47,77.52,86,100,6.44,light rain
457,Bolobo,CD,-2.17,16.23,77.83,77,42,4.25,scattered clouds
458,Sitka,US,57.05,-135.33,20.1,47,0,9.08,clear sky
459,Nacala,MZ,-14.54,40.67,78.55,74,16,6.42,few clouds
460,Esperance,AU,-33.87,121.9,65.46,64,53,10.94,broken clouds
461,Batemans Bay,AU,-35.72,150.18,63.1,92,100,2.57,overcast clouds
462,Morehead,US,37.27,-87.18,37.99,62,0,10.36,clear sky
463,Naze,JP,28.37,129.48,58.12,79,100,18.3,light rain
464,Gold Coast,AU,-28.0,153.43,64.9,90,100,13.8,overcast clouds
465,Coihaique,CL,-45.58,-72.07,55.35,41,20,9.22,few clouds
466,Kahului,US,20.89,-156.47,76.84,88,75,3.44,broken clouds
467,Namatanai,PG,-3.67,152.43,79.29,80,93,2.53,overcast clouds
468,Carbonia,IT,39.17,8.52,57.85,71,2,7.27,clear sky
469,Zhanaozen,KZ,43.3,52.8,28.38,39,47,11.05,scattered clouds
470,Yerbogachen,RU,61.28,108.01,2.53,95,100,9.26,light snow
471,Erenhot,CN,43.65,111.98,3.97,68,4,9.91,clear sky
472,Kanganpur,PK,30.77,74.12,65.35,25,0,2.8,clear sky
473,Tocoa,HN,15.68,-86.0,83.82,51,25,2.3,scattered clouds
474,Yudong,CN,29.38,106.52,49.5,80,100,3.42,overcast clouds
475,Baringo,KE,0.47,35.97,76.32,47,78,9.24,broken clouds
476,Sao Filipe,CV,14.9,-24.5,77.0,61,50,8.08,scattered clouds
477,Zyryanka,RU,65.75,150.85,-17.73,98,100,13.76,light snow
478,Cururupu,BR,-1.83,-44.87,93.02,42,84,4.34,broken clouds
479,Tchibanga,GA,-2.85,11.03,93.34,52,75,4.61,broken clouds
480,Mayumba,GA,-3.43,10.66,79.95,79,92,9.1,overcast clouds
481,Srednekolymsk,RU,67.45,153.68,-15.43,99,100,5.91,light snow
482,Nagai,JP,38.1,140.04,34.74,87,96,6.98,light snow
483,Conneaut,US,41.95,-80.55,42.12,90,100,28.83,overcast clouds
484,Cobija,BO,-11.03,-68.77,89.78,62,75,11.5,broken clouds
485,Mandalgovi,MN,45.76,106.27,-2.43,56,10,4.5,clear sky
486,Hualmay,PE,-11.1,-77.61,71.62,72,94,10.11,overcast clouds
487,Sao Joao Da Barra,BR,-21.64,-41.05,78.89,85,100,16.51,overcast clouds
488,Bandarbeyla,SO,9.49,50.81,79.18,72,0,15.35,clear sky
489,Balykshi,KZ,47.07,51.87,21.2,42,0,13.42,clear sky
490,Oktyabrskoye,RU,43.06,44.74,32.14,93,100,6.71,overcast clouds
491,Shurugwi,ZW,-19.67,30.01,68.49,40,0,8.77,clear sky
492,Pontianak,ID,-0.03,109.33,76.98,94,75,4.61,broken clouds
493,Florence,IT,43.77,11.25,48.51,76,0,14.97,clear sky
494,Namangan,UZ,41.0,71.67,45.05,81,24,4.61,mist
495,Pytalovo,RU,57.07,27.91,17.6,96,87,4.41,overcast clouds
496,Ulladulla,AU,-35.35,150.47,54.63,88,90,3.31,overcast clouds
497,Gouyave,GD,12.16,-61.73,84.97,62,20,18.41,few clouds
498,Rudnogorsk,RU,57.26,103.75,-5.26,96,100,12.1,light snow
499,Ilulissat,GL,69.22,-51.1,17.19,86,100,18.25,overcast clouds
500,Olinda,BR,-8.01,-34.86,74.93,88,100,0.0,overcast clouds
501,Valenca Do Piaui,BR,-6.41,-41.75,90.32,41,87,5.41,overcast clouds
502,Buta,CD,2.79,24.73,74.62,90,100,2.95,overcast clouds
503,Dubbo,AU,-32.25,148.62,62.73,67,75,11.5,broken clouds
504,Antibes,FR,43.56,7.13,56.68,71,20,8.05,few clouds
505,Oktyabrskiy,RU,54.48,53.47,6.17,99,71,2.71,broken clouds
506,Cam Ranh,VN,11.92,109.16,78.76,94,40,13.8,scattered clouds
507,Dobele,LV,56.62,23.28,28.98,96,100,4.07,overcast clouds
508,Predivinsk,RU,57.07,93.44,-7.67,96,86,5.5,overcast clouds
509,Maniitsoq,GL,65.42,-52.9,23.22,73,100,31.38,overcast clouds
510,Devonport,AU,-41.17,146.35,50.09,86,63,7.34,broken clouds
511,Nueva Loja,EC,0.08,-76.88,84.22,70,40,3.44,scattered clouds
512,Foumban,CM,5.73,10.9,80.71,35,15,1.34,few clouds
513,Jining,CN,35.4,116.58,23.65,24,100,4.45,overcast clouds
514,Callaway,US,30.15,-85.57,68.05,88,100,9.22,heavy intensity rain
515,San Isidro,PE,-12.12,-77.05,71.19,73,75,10.36,broken clouds
516,Chase,CA,50.82,-119.69,26.15,96,100,2.95,snow
517,Dor Marunt,RO,44.45,26.92,38.66,65,100,14.45,overcast clouds
518,Manta,EC,-0.95,-80.73,76.78,73,100,3.44,overcast clouds
519,Praya,CV,14.92,-23.51,77.63,58,69,13.65,broken clouds
520,Clifton,US,40.86,-74.16,55.42,87,100,14.97,moderate rain
521,Irbil,IQ,36.19,44.01,64.22,59,40,13.8,thunderstorm
522,Teknaf,BD,20.86,92.31,76.23,86,7,8.01,clear sky
523,Durban,ZA,-29.86,31.03,77.92,75,0,5.01,clear sky
524,Gobabis,NA,-22.45,18.97,90.88,14,9,16.35,clear sky
525,Dzilam Gonzalez,MX,21.28,-88.93,85.21,61,69,5.32,broken clouds
526,Broome,US,42.25,-75.83,47.7,78,100,7.0,overcast clouds
527,Tanete,ID,-3.94,119.78,77.18,88,100,3.15,overcast clouds
528,Prince Rupert,CA,54.32,-130.32,24.49,44,100,25.32,overcast clouds
529,Angoche,MZ,-16.23,39.91,76.15,82,86,16.17,overcast clouds
530,Yaan,NG,7.38,8.57,93.74,18,68,4.03,broken clouds
531,Amboasary,MG,-25.03,46.38,75.65,87,96,6.87,moderate rain
532,Onguday,RU,50.75,86.15,-1.52,96,100,0.58,overcast clouds
533,Bathsheba,BB,13.22,-59.52,84.81,70,40,17.27,scattered clouds
534,Ambulu,ID,-8.35,113.61,77.02,84,98,2.28,overcast clouds
535,Tarauaca,BR,-8.16,-70.77,94.48,38,37,4.85,scattered clouds
536,Angoram,PG,-4.06,144.07,73.6,99,100,1.28,overcast clouds
537,Diebougou,BF,10.97,-3.25,94.87,15,54,4.21,broken clouds
538,Svetlyy,RU,54.68,20.13,35.65,94,100,7.23,overcast clouds
539,Stokmarknes,NO,68.56,14.91,39.18,70,75,10.36,broken clouds
540,Dargaville,NZ,-35.93,173.88,58.77,61,87,16.02,overcast clouds
541,Bridlington,GB,54.08,-0.19,43.02,89,100,1.99,overcast clouds
542,Isiro,CD,2.77,27.62,69.89,97,97,1.43,light rain
543,Sam Roi Yot,TH,12.27,99.87,76.82,88,98,3.13,overcast clouds
544,Bilibino,RU,68.05,166.44,5.41,93,100,5.21,overcast clouds
545,Asau,RO,46.43,26.4,34.72,88,98,3.24,overcast clouds
546,Tabou,CI,4.42,-7.35,82.18,73,78,6.85,light rain
547,Wangqing,CN,43.32,129.76,6.37,62,100,12.95,overcast clouds
548,Matara,LK,5.95,80.54,76.46,86,98,2.17,overcast clouds
549,Xalpatlahuac,MX,17.47,-98.62,70.0,65,17,2.8,few clouds
550,Linhai,CN,28.85,121.12,39.92,84,100,6.13,overcast clouds
551,Hovd,MN,48.01,91.64,-5.08,78,75,2.35,broken clouds
552,Konstantinovka,RU,49.62,127.98,-17.72,93,48,6.35,scattered clouds
553,Talcahuano,CL,-36.72,-73.12,62.28,59,40,9.22,scattered clouds
554,Enid,US,36.4,-97.88,33.48,58,40,8.05,scattered clouds
555,Gimbi,ET,9.17,35.83,60.69,58,23,2.08,few clouds
556,Sandy Bay,AU,-42.91,147.35,52.09,82,100,3.44,overcast clouds
557,Marathon,US,44.9,-89.77,22.53,77,100,19.57,overcast clouds
558,Ulaangom,MN,49.98,92.07,-16.1,92,74,3.65,broken clouds
559,Marapanim,BR,-0.72,-47.7,88.97,51,100,6.26,overcast clouds
560,Bogalusa,US,30.79,-89.85,66.0,52,0,17.27,clear sky
561,Kassala,SD,15.45,36.4,90.41,16,1,9.42,clear sky
562,Bloemfontein,ZA,-29.12,26.21,85.48,26,40,6.91,scattered clouds
563,Kainantu,PG,-6.29,145.87,58.68,96,94,2.77,overcast clouds
564,Santa Vitoria Do Palmar,BR,-33.52,-53.37,81.5,58,52,12.66,broken clouds
565,Gamboma,CG,-1.88,15.86,75.83,87,56,3.69,light rain
566,Champasak,LA,14.75,106.0,73.83,91,46,1.48,scattered clouds
567,Paralimni,CY,35.04,33.98,67.12,84,66,1.01,broken clouds
568,Corpus Christi,US,27.8,-97.4,57.22,68,40,27.63,scattered clouds
569,Yazman,PK,29.12,71.74,68.23,19,0,4.25,clear sky
570,Saint-Georges,GD,12.06,-61.75,85.68,62,20,18.41,few clouds
571,Mackay,AU,-21.15,149.2,68.68,96,100,7.78,light rain
572,Belaya Gora,RU,68.53,146.42,-16.08,98,100,1.32,overcast clouds
573,Thohoyandou,ZA,-22.95,30.48,76.95,37,0,4.56,clear sky
574,Santa Ines,BR,-3.67,-45.38,85.64,63,100,1.39,overcast clouds
575,Hambantota,LK,6.12,81.12,75.54,100,40,2.3,scattered clouds
576,Chernyakhiv,UA,50.46,28.67,26.91,93,97,5.7,overcast clouds
577,Pustoshka,RU,56.34,29.37,16.47,95,64,5.03,broken clouds
578,Bayburt,TR,40.26,40.23,43.88,81,100,0.92,light rain
579,Maues,BR,-3.38,-57.72,97.18,39,90,1.88,overcast clouds
580,Swan Hill,AU,-35.34,143.55,56.34,73,43,10.69,scattered clouds
581,Madimba,TZ,-10.4,40.33,83.52,74,20,11.5,few clouds
582,Waipawa,NZ,-41.41,175.52,50.72,88,100,15.52,overcast clouds
583,Seredka,RU,58.16,28.19,26.35,92,96,5.5,overcast clouds
584,Gizo,SB,-8.1,156.84,81.84,78,94,6.62,light rain
585,Gabu,GW,12.28,-14.22,95.74,23,37,2.86,scattered clouds
586,Mlowo,TZ,-9.0,32.98,67.78,70,100,2.77,light rain
587,Tagusao,PH,9.19,117.81,79.5,84,76,5.32,broken clouds
588,Broken Hill,AU,-31.95,141.43,65.17,41,0,9.33,clear sky
589,Develi,TR,38.39,35.49,49.35,76,85,3.49,overcast clouds
590,Traverse City,US,44.76,-85.62,30.4,76,100,20.94,overcast clouds
591,Usinsk,RU,65.99,57.53,-6.72,100,99,4.38,overcast clouds
592,Redmond,US,47.67,-122.12,40.86,94,100,5.01,overcast clouds
593,Muravlenko,RU,63.79,74.52,-16.38,99,20,3.71,few clouds
594,Concepcion,CL,-36.83,-73.05,62.4,59,40,9.22,scattered clouds
595,Peterhead,GB,57.51,-1.8,43.2,78,100,18.41,overcast clouds
596,Helong,CN,42.54,129.0,4.46,70,92,14.18,overcast clouds
597,Batagay,RU,67.63,134.63,-30.77,100,100,2.1,overcast clouds
598,Pasighat,IN,28.07,95.33,65.48,54,41,4.34,scattered clouds
599,Walvis Bay,NA,-22.96,14.51,79.75,47,0,18.41,clear sky
600,Mandera,KE,3.94,41.87,89.74,27,48,11.1,scattered clouds
601,Quatre Cocos,MU,-20.21,57.76,77.11,69,34,8.61,scattered clouds
602,Villa Bruzual,VE,9.33,-69.12,87.58,47,7,8.97,clear sky
603,Havre-Saint-Pierre,CA,50.23,-63.6,12.2,78,100,9.22,overcast clouds
604,Olenino,RU,56.21,33.49,17.65,86,100,6.85,overcast clouds
605,Kurmanayevka,RU,52.51,52.07,12.87,96,56,5.3,broken clouds
606,Krasnovishersk,RU,60.41,57.08,9.72,96,99,1.68,light snow
607,Tselinnoye,RU,53.08,85.67,-9.38,95,59,5.32,broken clouds
608,Bambanglipuro,ID,-7.95,110.28,76.82,79,100,1.45,overcast clouds
609,Soyo,AO,-6.13,12.37,77.58,82,100,3.91,overcast clouds
610,Verkhnyaya Toyma,RU,62.23,45.0,11.39,96,78,2.51,broken clouds
611,Perigueux,FR,45.18,0.72,53.01,78,2,4.76,clear sky
612,San Ramon De La Nueva Oran,AR,-23.13,-64.33,97.43,23,76,5.86,broken clouds
613,Atar,MR,20.52,-13.05,87.01,10,0,8.55,clear sky
614,Port Hedland,AU,-20.32,118.57,82.45,74,34,8.05,scattered clouds
615,Jinzhou,CN,41.11,121.14,17.4,31,0,7.65,clear sky
616,Tazovskiy,RU,67.47,78.7,-6.99,100,74,7.63,broken clouds
617,Itarema,BR,-2.92,-39.92,85.66,59,100,11.68,overcast clouds
618,Gorontalo,ID,0.54,123.06,75.88,95,94,3.49,light rain
619,Sipkovica,MK,42.04,20.92,35.22,98,100,3.38,light snow
620,Port-Gentil,GA,-0.72,8.78,82.36,83,40,9.22,scattered clouds
621,San Cristobal,VE,7.77,-72.22,68.18,87,97,4.14,overcast clouds
622,Henties Bay,NA,-22.12,14.28,63.72,79,4,14.34,clear sky
623,Sur,OM,22.57,59.53,77.4,54,54,7.18,broken clouds
624,Manhattan,US,40.78,-73.97,55.65,85,100,21.99,light rain
625,Hervey Bay,AU,-25.3,152.85,69.35,87,100,27.51,light rain
626,Flagstaff,US,35.2,-111.65,39.11,52,0,4.7,clear sky
627,Ixtapa,MX,20.7,-105.2,75.22,67,38,1.74,scattered clouds
628,Bulawayo,ZW,-20.15,28.58,74.93,30,0,11.43,clear sky
629,Vestmannaeyjar,IS,63.44,-20.27,49.21,98,100,26.51,moderate rain
630,Ewa Beach,US,21.32,-158.01,74.41,91,100,3.0,overcast clouds
631,Vadso,NO,70.07,29.75,33.96,75,75,18.41,broken clouds
632,Marsa Matruh,EG,31.35,27.25,67.19,44,1,8.43,clear sky
633,Kodinsk,RU,58.69,99.18,-6.0,94,100,11.23,overcast clouds
634,Pacifica,US,37.61,-122.49,47.35,83,64,3.0,broken clouds
635,Chaman,PK,30.92,66.45,54.46,35,11,1.39,few clouds
636,Cottonwood,US,34.74,-112.01,53.71,62,2,1.01,clear sky
637,Weilheim,DE,47.83,11.15,38.53,90,100,3.47,overcast clouds
638,Dalby,AU,-27.18,151.27,55.98,97,100,1.01,light rain
639,Aden,YE,12.78,45.04,79.84,70,1,12.75,clear sky
640,Kargopol,RU,61.51,38.95,10.44,96,66,2.46,broken clouds
641,Nome,US,64.5,-165.41,18.16,93,100,14.32,snow
642,Viedma,AR,-40.81,-63.0,72.43,31,93,15.19,overcast clouds
643,Terrak,NO,65.09,12.37,39.07,82,98,5.3,overcast clouds
644,Banjarmasin,ID,-3.32,114.59,77.14,95,100,2.8,light rain
645,Pokhara,NP,28.23,83.98,58.98,54,4,4.83,clear sky
646,Nuuk,GL,64.18,-51.72,24.53,93,100,28.66,light snow
647,Areado,BR,-21.36,-46.15,82.45,45,84,8.14,broken clouds
648,Okhotsk,RU,59.38,143.3,7.52,73,100,30.24,overcast clouds
649,La Ronge,CA,55.1,-105.28,-5.35,83,60,3.98,broken clouds
650,Jumla,NP,29.27,82.18,42.46,47,0,4.81,clear sky
651,Ibra,OM,22.69,58.53,71.71,30,82,2.39,broken clouds
652,Sibu,MY,2.3,111.82,73.99,97,100,1.45,overcast clouds
653,Takhtamygda,RU,54.1,123.57,-31.09,98,31,2.86,scattered clouds
654,Boppard,DE,50.23,7.59,46.02,88,100,3.91,overcast clouds
655,Kununurra,AU,-15.77,128.73,80.58,78,100,0.0,overcast clouds
656,Pringsewu,ID,-5.36,104.97,74.01,89,98,5.12,overcast clouds
657,Qaqortoq,GL,60.72,-46.03,23.52,88,82,3.22,broken clouds
658,Hay River,CA,60.82,-115.8,-19.48,99,95,5.41,overcast clouds
659,Nador,MA,35.17,-2.93,62.85,55,0,3.44,clear sky
660,Tubmanburg,LR,6.87,-10.82,82.02,77,95,4.36,moderate rain
661,Baracoa,CU,20.35,-74.5,83.21,63,45,11.54,scattered clouds
662,Severomuysk,RU,56.15,113.43,-24.41,97,100,5.59,overcast clouds
663,Port Hardy,CA,50.7,-127.42,22.62,92,97,5.28,light snow
664,Tori Fatehpur,IN,25.45,79.13,63.27,36,0,4.25,clear sky
665,Belen,TR,36.49,36.22,52.41,80,99,3.85,overcast clouds
666,Araguaina,BR,-7.19,-48.21,83.37,64,100,7.34,overcast clouds
667,Stepantsevo,RU,56.13,41.7,9.37,97,41,2.06,scattered clouds
668,Narsaq,GL,60.92,-46.05,28.62,87,93,4.07,overcast clouds
669,Mattru,SL,7.62,-11.83,84.25,67,96,0.76,moderate rain
670,Manokwari,ID,-0.87,134.08,79.45,81,100,2.59,overcast clouds
671,Carmen,MX,18.63,-91.83,79.36,77,20,14.79,few clouds
672,Faya,SA,18.39,42.45,59.76,66,64,5.39,broken clouds
673,Council Bluffs,US,41.26,-95.86,22.57,61,0,13.8,clear sky
674,Nouadhibou,MR,20.93,-17.03,67.69,65,8,19.8,clear sky
675,Skjervoy,NO,70.03,20.97,32.0,71,48,7.58,scattered clouds
676,Molepolole,BW,-24.41,25.5,86.27,20,0,8.19,clear sky
677,Egvekinot,RU,66.32,-179.17,14.56,73,5,8.63,clear sky
678,Gat,IL,31.61,34.76,66.88,100,0,2.62,clear sky
679,Abilene,US,32.45,-99.73,36.77,61,4,3.0,clear sky
680,Kirovskiy,RU,45.09,133.51,3.97,74,95,12.86,overcast clouds
681,Cedar City,US,37.68,-113.06,39.4,31,6,3.78,clear sky
682,Kuybysheve,UA,47.36,36.65,32.14,45,56,20.47,broken clouds
683,Natal,BR,-5.8,-35.21,84.85,58,20,13.8,few clouds
684,Ostrovskoye,RU,57.81,42.24,9.41,97,39,1.86,scattered clouds
685,Arrecife,ES,28.96,-13.55,73.38,53,20,11.5,few clouds
686,Kirkwall,GB,58.98,-2.96,46.96,81,20,14.97,few clouds
687,Fare,PF,-16.7,-151.02,79.52,76,0,14.38,clear sky
688,Banjar,ID,-8.19,114.97,76.42,89,100,7.14,overcast clouds
689,Oranjemund,NA,-28.55,16.43,66.02,75,4,13.27,clear sky
690,Makhu,IN,31.1,75.0,62.55,30,0,3.83,clear sky
691,Las Cruces,US,32.31,-106.78,50.2,44,0,0.0,clear sky
692,Dekar,BW,-21.53,21.93,88.57,18,1,13.33,clear sky
693,Aasiaat,GL,68.71,-52.87,19.13,93,100,7.14,light snow
694,Mayo,US,38.89,-76.51,53.71,92,100,14.97,overcast clouds
695,Yokadouma,CM,3.52,15.05,79.11,59,100,1.57,overcast clouds
696,Trofors,NO,65.53,13.41,22.87,92,92,3.8,overcast clouds
697,Lanzhou,CN,36.06,103.79,20.79,36,5,3.09,clear sky
698,Inongo,CD,-1.95,18.27,72.0,89,96,4.47,overcast clouds
699,Shenkursk,RU,62.11,42.9,8.31,98,71,2.62,broken clouds
700,Conde,BR,-7.26,-34.91,80.96,61,100,11.05,overcast clouds
701,Yining,CN,29.04,114.56,30.69,89,100,5.21,overcast clouds
702,Nizhniy Ingash,RU,56.2,96.53,-3.82,84,68,9.98,broken clouds
703,Myaundzha,RU,63.05,147.19,-13.95,94,100,4.63,overcast clouds
704,Talnakh,RU,69.49,88.4,-4.67,99,100,4.99,overcast clouds
705,Muisne,EC,0.6,-80.03,76.24,78,99,9.82,overcast clouds
706,Huarmey,PE,-10.07,-78.15,72.61,72,70,10.51,broken clouds
707,Belawan,ID,3.78,98.68,80.89,90,100,5.88,overcast clouds
708,Urengoy,RU,65.97,78.37,-13.29,99,30,4.25,scattered clouds
709,Praia,CV,14.92,-23.51,77.63,58,69,13.65,broken clouds
710,Deputatskiy,RU,69.3,139.9,-17.54,100,100,2.26,overcast clouds
711,Mwingi,KE,-0.93,38.06,65.84,91,74,2.53,light rain
712,Gwadar,PK,25.12,62.33,77.41,48,33,6.17,scattered clouds
713,Oranjestad,AW,12.52,-70.03,85.91,73,4,7.0,clear sky
714,Puerto Carreno,CO,6.19,-67.49,85.89,60,74,12.08,broken clouds
715,Puerto Leguizamo,CO,-0.19,-74.78,85.96,56,95,5.7,overcast clouds
716,Nizwa,OM,22.93,57.53,75.31,33,59,2.93,broken clouds
717,Mbour,SN,14.42,-16.96,95.85,35,14,8.88,few clouds
718,Sebeta,ET,8.92,38.62,60.84,38,15,7.72,few clouds
719,Sola,VU,-13.88,167.55,82.18,75,77,11.61,broken clouds
720,Baruun-Urt,MN,46.68,113.28,-7.17,80,25,12.17,scattered clouds
721,Khani,GE,41.96,42.96,49.57,77,100,5.68,overcast clouds
722,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,92.44,47,59,4.23,broken clouds
723,Damphu,BT,27.07,90.11,53.8,70,12,5.23,few clouds
724,Montepuez,MZ,-13.13,39.0,85.19,34,100,5.1,overcast clouds
725,Worland,US,44.02,-107.96,4.35,92,0,5.75,clear sky
726,Kotri,PK,25.37,68.31,73.72,15,0,8.1,clear sky
727,Savalou,BJ,7.93,1.98,95.97,20,26,3.53,scattered clouds
